source,longitude,latitude,title,propertytype,provider,description,address,totalunits,url,hidden
,-123.38278,48.41956,Beckley Farm Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jv9AAB,
,-123.12761,49.16088,Benryk Mews Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jvsAAB,
,-122.83853,49.13136,Birch Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jtPAAR,
,-119.29948,50.26286,Blue Skies Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jurAAB,
,-123.12777,49.16085,Blueberry Vale Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jvuAAB,
,-122.96029,49.20892,Bounty Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwSAAR,
,-123.33968,49.38286,Bowen Island Seniors Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jtmAAB,
,-123.14388,49.76689,Bracken Heights Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jvCAAR,
,-123.3814,48.49659,Broadoaks Housing Cooperative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwBAAR,
,-123.18021442,49.2640035,Broadview Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5juYAAR,
,-122.32697,49.05986,Brooksford Place Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwEAAR,
,-122.92114,49.20507,Brow of the Hill Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001KkeDIAAZ,
,-123.06687208,49.26161645,Burlington Heights Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jsmAAB,
,-122.88949,49.26029,Burquitlam Co-operative Housing Association,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jtIAAR,
,-122.9536,49.32014,Burrardview Housing Co-operative Society,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5juHAAR,
,-122.95676,49.21253,Byrne Creek Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jukAAB,
,-123.42894,48.45092,Cameo Co-operative Housing Association,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jt8AAB,
,-122.91372,49.2066,Campus Residence Co-operative Association,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jw5AAB,
,-123.097065,49.324598,Capilano Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwaAAB,
,-122.90969,49.24248,Cariboo Heights Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001Kkdu2AAB,
,-123.03115912,49.21293165,Cedar Mill Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jvYAAR,
,-123.01337,49.23548,Centennial Park Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwKAAR,
,-119.62667,49.82783,Central Okanagan Co-operative Association,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwmAAB,
,-122.95245,49.2163,Chances Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwWAAR,
,-123.07198632,49.27333302,Charles Square Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jtuAAB,
,-123.12571992,49.26572477,Charleston Terrace Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jtKAAR,
,-121.93543,49.17437,Cheam Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jtLAAR,
,-123.07922139,49.26307424,China Creek Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwRAAR,
,-123.02479866,49.20740913,City Edge Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jvTAAR,
,-123.10039806,49.27563582,City Gate Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwsAAB,
,-119.58699,49.47423,Clarendon Hall Co-operative Tenants' Association,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jtNAAR,
,-122.32423,49.06002,Clearwater Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5juTAAR,
,-123.12895356,49.29092964,Coal Harbour Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwnAAB,
,-123.02973841,49.23530774,Collingwood Village Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwtAAB,
,-122.86204,49.03234,Common Ground Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jtjAAB,
,-123.14884018,49.27007463,Community Alternatives Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5ju1AAB,
,-123.11596251,49.26801477,Connaught Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5juOAAR,
,-123.11963072,49.25726946,Coopérative d'habitation Demers,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jtFAAR,
,-123.09832,49.28409,Core Artists Live-Work Cooperative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwxAAB,
,-122.89194,49.12744,Cougar Canyon Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jvaAAB,
,-123.42916,48.45165,Craigflower Housing Cooperative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5juBAAR,
,-123.39027,48.44616,Craigilea Housing Cooperative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5ju5AAB,
,-123.09195,49.32227,Creekside Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jtvAAB,
,-123.1370449,49.26932061,Creekview Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jvRAAR,
,-123.046255,49.089171,Crescent Downs Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001LxSAnAAN,
,-123.09676819,49.23083693,Crossroads Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jt0AAB,
,-123.14167259,49.20734942,David Wetherow Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jv5AAB,
,-123.02554929,49.2228022,DeCosmos Village Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jw2AAB,
,-123.09067,49.18921,Delta Green Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jvtAAB,
,-122.60778,49.2205,Devonshire Court Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5juDAAR,
,-123.11952103,49.25905197,Domego Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5ju3AAB,
,-123.19175,49.27103,Dunbar Village Community Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5juMAAR,
,-123.04678992,49.23580848,Dundee Court Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jtBAAR,
,-123.13433186,49.20534612,Eburne Landing Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jtYAAR,
,-122.95359,49.21705,Edmonds Place Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jvlAAB,
,-123.11584604,49.25295523,Eight Oaks Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5juUAAR,
,-123.08876201,49.26456896,Emma G Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jvVAAR,
,-122.81872,49.28145,Falcon Crest Estates Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001Kke20AAB,
,-123.12174954,49.26694875,False Creek Co-operative Housing Association,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwIAAR,
,-123.10861889,49.27064319,First Avenue Athletes Village Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jx5AAB,
,-122.69552,49.22244,Ford Road Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001Kke32AAB,
,-123.43572,48.45306,Four Mile Heights Housing Cooperative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwDAAR,
,-123.10094244,49.28342665,Four Sisters Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jssAAB,
,-123.72052,48.38408,Frances Gardens Housing Cooperative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001Kke3BAAR,
,-122.90677,49.2201,Fraser River Place Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5juhAAB,
,-123.047712,49.206317,Fraserview Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5olpAAB,
,-123.049040,49.206400,Fraserview Towers Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011C00002cI4V0QAK,
,-123.40021,48.6551,Friendship Housing Cooperative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jtJAAR,
,-122.80392,49.27998,Garden Court Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jsxAAB,
,-123.01983,49.23802,Garden Square Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwdAAB,
,-123.1922,49.12918,Garry Point Housing Cooperative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jvyAAB,
,-123.06888997,49.27729408,Grace MacInnis Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001Kke4UAAR,
,-123.07487688,49.27517545,Grandview Co-operative Housing Association,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jtbAAB,
,-123.16457,49.16342,Granville Gardens Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jvqAAB,
,-123.12839,49.26827,Greater Vancouver Floating Home Co-operative,Equity,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001LxSAoAAN,
,-123.0887,49.1876,Greenland Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jvrAAB,
,-123.36543,48.45044,Greenway Housing Cooperative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5juKAAR,
,-123.09531965,49.23041224,Griffin's Walk Housing Cooperative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5juqAAB,
,-122.7898,49.18713,Guildtown Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwXAAR,
,-123.0282517,49.23143252,H.W. Flesher Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jutAAB,
,-122.90626,49.24918,Halston Hills Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jvbAAB,
,-122.58483,49.21659,Haney Pioneer Village Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jtVAAR,
,-123.14128903,49.27205665,Harbour Cove Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jvcAAB,
,-123.07841,49.08908,Harbour Manor Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jv6AAB,
,-122.68819,49.21906,Harris Road Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jtsAAB,
,-123.50732,48.45088,Hatley Park Housing Cooperative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwbAAB,
,-122.83631,49.13356,Hawthorne Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jv7AAB,
,-123.34705,48.4411,Heatheridge Housing Cooperative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5ju7AAB,
,-123.1536261,49.27104183,Helen's Court Co-operative Housing Association,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwFAAR,
,-123.12042184,49.26446677,Heritage Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jswAAB,
,-123.09149,49.18647,Heron Court Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jvzAAB,
,-122.92045,49.26466,Hillside Place Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jviAAB,
,-123.39282,48.48576,Homeward Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5juNAAR,
,-122.80088,49.28402,Hoy Creek Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5juGAAR,
,-122.88483,49.12902,Hunter Hill Housing Cooperative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwuAAB,
,-120.8162,56.23818,Huntington Place Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwUAAR,
,-119.28808,50.69316,Ida Vista Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5judAAB,
,-122.96194,49.31771,Indian River Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jtXAAR,
,-123.14821914,49.27094519,Inti Housing Co-operative (1985),Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5juoAAB,
,-123.09310787,49.28241323,Jackson Avenue Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwyAAB,
,-123.3849,48.41657,James Bay Co-operative Housing Association,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jvhAAB,
,-123.08761087,49.2645604,Jasmine Place Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jv2AAB,
,-123.15092794,49.26749853,Juniper Co-operative Community Housing Association,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jvWAAR,
,-123.39193,48.48627,Kailasa Housing Cooperative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001Kke82AAB,
,-123.03056313,49.21811899,Kanata Co-operative Housing Association,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jtZAAR,
,-123.04775452,49.25738833,Kaslo Gardens Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5juxAAB,
,-123.159869,49.236506,Kerrisdale Crest Apts. Co-operative Association,Equity,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jtwAAB,
,-123.04367102,49.21915358,Killarney Gardens Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwNAAR,
,-123.02878208,49.21247171,Kinross Creek Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwJAAR,
,-123.039995,49.207433,Kinship Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011C00002nx5gXQAQ,
,-123.16534964,49.26375564,Kitsilano Terrace Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jtoAAB,
,-123.15791342,49.26419383,Kitsun Co-operative Housing,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jsnAAB,
,-123.17733,49.13374,Klahanie Co-operative Housing Association,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5junAAB,
,-123.40717,48.48097,Krisineleos Housing Cooperative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jw9AAB,
,-122.74605,49.10591,La Casa Housing Cooperative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwHAAR,
,-123.02619985,49.21703561,La Petite Maison Co-operative Housing Association,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001KkeGEAAZ,
,-123.06277581,49.25992897,Lakewood Terrace Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jwTAAR,
,-123.4157,48.4335,Lang Cove Housing Cooperative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5jvKAAR,
,-123.07614157,49.26900321,Laura Jamieson Housing Co-operative,Non-Profit,Co-operative Housing Federation of BC (CHF BC) Member,,,,https://www.chf.bc.ca/co-op/?id=0011500001L5juaAAB,
